compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
273	P129681588	-193.062	-196.52	-196.18
274	P129686110	-152.898	-153.944	-157.915
275	P129686110	-151.751	-153.641	-157.597
276	P129686110	-148.422	-154.631	-160.289
277	P129686112	-140.602	-143.37	-143.02
278	P129686112	-157.498	-158.019	-156.676
279	P129686112	-159.518	-161.857	-160.141
280	P129686358	-169.367	-168.823	-171.122
281	P129686358	-168.437	-167.05	-170.305
282	P129686358	-196.079	-205.578	-209.151
283	P129694981	-212.829	-217.252	-216.992
284	P129694981	-212.166	-216.424	-216.178
285	P129694981	-213.282	-217.239	-216.949
286	P129738730	-191.612	-190.049	-199.975
287	P129738730	-190.249	-190.197	-201.46
288	P129738730	-191.383	-190.351	-200.191
289	P129922533	-203.17	-203.247	-205.498
290	P129922533	-236.944	-242.996	-250.966
291	P129922533	-204.443	-202.598	-205.892
292	P129929643	-247.37	-265.731	-254.735
293	P129929643	-249.539	-267.721	-258.903
294	P129929643	-259.674	-274.117	-271.975
295	P129929700	-159.11	-160.971	-162.435
296	P129929700	-238.998	-242.338	-243.146
297	P129929700	-187.458	-186.389	-189.471
298	P129929867	-244.456	-250.098	-256.725
299	P129929867	-245.436	-250.222	-256.48
300	P129929867	-244.218	-251.84	-256.975
301	P129960895	-192.084	-206.842	-212.399
302	P129960895	-192.008	-206.071	-210.39
303	P129960895	-181.113	-187.194	-190.007
304	P129962631	-201.868	-215.072	-215.421
305	P129962631	-202.191	-216.357	-217.281
306	P129962631	-201.524	-215.146	-215.179
307	P129973817	-126.994	-127.074	-127.58
308	P129973817	-179.086	-183.636	-186.795
309	P129973817	-180.681	-182.592	-185.544
310	P130426551	-367.963	-397.936	-403.854
311	P130426551	-371.13	-399.427	-406.162
312	P130426551	-253.481	-257.682	-270.565
313	P130489237	-168.163	-167.411	-166.865
314	P130489237	-193.91	-206.834	-208.572
315	P130489237	-171.212	-170.554	-172.352
316	P130754868	-187.404	-193.731	-201.11
317	P130754868	-186.387	-189.0	-197.863
318	P130754868	-157.917	-163.962	-168.455
319	P130754917	-249.099	-263.138	-276.499
320	P130754917	-250.138	-262.971	-276.373
321	P130754917	-249.577	-262.973	-276.171
322	P131452763	-187.305	-197.449	-202.183
323	P131452763	-185.55	-192.081	-197.757
324	P131452763	-189.353	-199.143	-204.477
325	P131557109	-115.009	-120.087	-118.647
326	P131557109	-114.492	-119.41	-119.821
327	P131557109	-149.815	-152.011	-159.779
328	P131664782	-319.275	-334.282	-342.546
329	P131664782	-289.129	-315.484	-323.943
330	P131664782	-293.881	-304.941	-314.145
331	P132005043	-186.71	-196.205	-193.964
332	P132005043	-177.593	-194.4	-190.187
333	P132005043	-169.931	-179.143	-179.743
334	P132137500	-125.946	-130.984	-132.111
335	P132137500	-138.218	-142.143	-142.018
336	P132137500	-125.533	-133.742	-131.729
337	P132150445	-176.101	-181.536	-183.008
338	P132150445	-176.853	-180.95	-182.678
339	P132150445	-167.82	-176.968	-177.538
340	P132826030	-145.001	-145.877	-148.232
341	P132826030	-146.402	-147.693	-149.996
342	P132826030	-144.498	-144.892	-147.901
343	P132826043	-260.81	-285.436	-283.603
344	P132826043	-191.688	-190.797	-197.173
345	P132826043	-197.019	-195.623	-202.933
346	P132826048	-201.509	-203.939	-211.611
347	P132826048	-258.098	-289.328	-287.285
348	P132826048	-256.958	-289.896	-287.955
349	P133005854	-247.762	-263.218	-266.163
350	P133005854	-250.001	-262.991	-266.008
351	P133005854	-248.366	-262.871	-266.066
352	P133035570	-235.122	-246.907	-248.305
353	P133035570	-238.508	-252.278	-252.034
354	P133035570	-222.517	-227.632	-231.987
355	P133055839	-181.877	-181.257	-182.15
356	P133055839	-251.969	-254.127	-259.774
