compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
135	P109007011	-193.042	-200.124	-202.122
136	P109007214	-251.996	-265.781	-261.567
137	P109007214	-254.358	-263.078	-263.795
138	P109007214	-253.047	-266.67	-262.516
139	P109007524	-167.928	-175.107	-173.543
140	P109007524	-164.567	-163.161	-164.671
141	P109007524	-175.354	-173.399	-179.28
142	P109008946	-193.088	-201.582	-209.369
143	P109008946	-192.875	-202.564	-209.931
144	P109008946	-193.754	-202.871	-210.653
145	P109011612	-214.062	-224.204	-229.988
146	P109011612	-216.094	-224.799	-234.612
147	P109011612	-211.409	-222.628	-227.224
148	P109011981	-272.053	-273.445	-281.336
149	P109011981	-308.951	-325.218	-330.724
150	P109011981	-278.65	-291.163	-291.61
151	P109018549	-222.866	-220.044	-226.411
152	P109018549	-223.865	-223.769	-228.101
153	P109018549	-224.129	-224.905	-228.377
154	P109018794	-171.369	-173.537	-172.09
155	P109018794	-236.694	-239.198	-241.493
156	P109018794	-241.088	-242.909	-245.37
157	P109049405	-333.574	-344.568	-354.5
158	P109049405	-347.925	-369.864	-371.602
159	P109049405	-346.198	-368.588	-369.73
160	P109615893	-254.907	-272.709	-273.005
161	P109615893	-253.224	-271.106	-271.293
162	P109615893	-254.932	-271.846	-272.378
163	P111214489	-224.843	-235.862	-238.927
164	P111214489	-238.117	-237.575	-243.471
165	P111214489	-238.141	-234.255	-241.289
166	P111223242	-145.756	-142.936	-145.237
167	P111223242	-145.796	-142.755	-145.529
168	P111223242	-145.682	-142.531	-144.877
169	P111278486	-335.128	-351.707	-356.795
170	P111278486	-265.439	-283.31	-278.861
171	P111278486	-345.835	-367.276	-368.391
172	P111922037	-164.428	-168.116	-170.161
173	P111922037	-170.623	-171.337	-172.148
174	P111922037	-167.987	-169.943	-167.27
175	P112142068	-237.946	-248.828	-245.674
176	P112142068	-347.62	-356.502	-368.145
177	P112142068	-385.854	-404.225	-423.203
178	P112221919	-405.058	-424.937	-435.129
179	P112221919	-404.571	-422.934	-433.39
180	P112221919	-411.108	-430.977	-441.172
181	P112429950	-251.535	-259.005	-269.156
182	P112429950	-251.744	-259.093	-269.0
183	P112429950	-251.43	-259.751	-269.129
184	P114849488	-274.328	-290.818	-291.169
185	P114849488	-274.305	-291.888	-290.617
186	P114849488	-274.675	-291.975	-291.423
187	P117550138	-167.052	-172.75	-177.338
188	P117550138	-166.161	-171.744	-176.504
189	P117550138	-165.527	-171.166	-175.617
190	P117557462	-224.128	-240.565	-245.774
191	P117557462	-222.847	-239.844	-244.213
192	P117557462	-224.633	-239.847	-245.07
193	P117594918	-201.595	-209.414	-200.102
194	P117594918	-211.838	-212.268	-207.332
195	P117594918	-211.534	-210.155	-207.003
196	P117751977	-305.95	-318.535	-319.467
197	P117751977	-304.31	-315.487	-316.496
198	P117751977	-300.288	-313.117	-314.559
199	P118224946	-367.88	-391.921	-393.588
200	P118224946	-377.768	-407.729	-408.789
201	P118224946	-367.717	-390.04	-393.102
202	P121825487	-218.589	-244.468	-245.605
203	P121825487	-218.398	-243.952	-245.496
204	P121825487	-217.246	-244.173	-245.711
205	P121991601	-258.477	-261.083	-262.654
206	P121991601	-249.526	-253.149	-254.501
207	P121991601	-247.698	-247.677	-252.76
208	P123254707	-208.001	-215.546	-208.522
209	P123254707	-207.549	-216.718	-209.127
210	P123254707	-203.299	-210.427	-203.685
211	P123387399	-282.338	-298.977	-297.18
212	P123387399	-283.341	-296.435	-295.938
213	P123387399	-282.342	-295.644	-296.306
214	P123387402	-258.378	-255.734	-267.36
215	P123387402	-258.861	-255.494	-267.938
216	P123387402	-259.275	-255.869	-268.134
217	P123406382	-123.631	-115.711	-116.477
218	P123406382	-209.446	-206.696	-204.773
219	P123406382	-208.18	-205.745	-204.053
220	P125443838	-136.974	-142.109	-142.916
221	P125443838	-170.472	-170.512	-172.881
222	P125443838	-172.58	-171.668	-175.181
223	P12618448	-317.273	-333.379	-335.145
224	P12618448	-318.343	-330.924	-335.51
225	P12618448	-323.146	-351.012	-352.378
226	P126500777	-176.97	-182.33	-187.594
227	P126500777	-258.235	-266.691	-273.092
228	P126500777	-258.345	-267.478	-274.222
229	P128031521	-171.016	-178.732	-176.427
230	P128031521	-170.622	-176.954	-176.968
231	P128031521	-163.051	-167.067	-165.468
232	P128795404	-222.172	-240.327	-239.628
233	P128795404	-245.635	-265.124	-269.011
234	P128795404	-220.718	-235.122	-232.342
235	P128856802	-146.732	-157.207	-156.56
236	P128856802	-287.978	-312.386	-314.832
237	P128856802	-284.716	-309.103	-312.144
238	P128880369	-232.456	-236.754	-234.66
239	P128880369	-231.6	-239.904	-236.099
240	P128880369	-229.582	-239.31	-234.239
241	P128938770	-145.175	-146.067	-144.193
242	P128938770	-138.204	-143.555	-143.305
243	P128938770	-142.805	-142.659	-141.305
244	P128996790	-227.033	-231.174	-238.513
245	P128996790	-227.31	-226.006	-231.012
246	P128996790	-233.708	-239.657	-245.136
247	P129010386	-312.957	-326.997	-336.171
248	P129010386	-245.311	-251.438	-255.161
249	P129010386	-270.22	-294.987	-285.216
250	P129020650	-194.146	-192.542	-201.498
251	P129020650	-192.3	-196.611	-200.956
252	P129020650	-324.405	-333.425	-342.577
253	P129061958	-215.356	-223.204	-224.422
254	P129061958	-212.33	-220.125	-223.417
255	P129061958	-210.496	-217.371	-221.166
256	P129144928	-174.126	-178.387	-186.638
257	P129144928	-180.544	-190.607	-189.53
258	P129144928	-174.347	-177.828	-185.243
259	P129488019	-211.018	-207.34	-214.452
260	P129488019	-248.669	-253.093	-270.393
261	P129488019	-259.586	-276.08	-270.083
262	P129531989	-336.886	-359.285	-362.871
263	P129531989	-336.814	-359.674	-361.51
264	P129531989	-335.626	-358.462	-360.1
265	P129629388	-170.5	-170.621	-168.96
266	P129629388	-201.321	-211.42	-212.498
267	P129629388	-161.202	-167.17	-166.664
268	P129681270	-211.249	-227.387	-229.442
269	P129681270	-212.473	-226.803	-230.149
270	P129681270	-192.002	-199.498	-205.751
271	P129681588	-176.641	-175.972	-180.475
272	P129681588	-343.073	-354.998	-368.71
273	P129681588	-343.134	-363.337	-372.333
274	P129686110	-128.014	-134.751	-130.724
275	P129686110	-150.695	-150.228	-156.355
276	P129686110	-129.774	-132.414	-131.476
277	P129686112	-115.632	-124.848	-123.852
278	P129686112	-208.663	-219.04	-223.216
279	P129686112	-210.735	-220.76	-223.751
280	P129686358	-149.612	-152.831	-152.334
281	P129686358	-134.6	-135.433	-138.702
282	P129686358	-135.932	-136.777	-141.442
283	P129694981	-213.545	-217.27	-217.866
284	P129694981	-216.061	-220.354	-220.081
285	P129694981	-214.285	-217.893	-218.337
286	P129738730	-308.473	-334.418	-335.995
287	P129738730	-201.857	-201.008	-209.397
288	P129738730	-283.145	-303.478	-299.504
289	P129922533	-229.759	-240.155	-236.887
290	P129922533	-230.671	-240.869	-238.213
291	P129922533	-223.65	-232.582	-233.218
292	P129929643	-250.709	-269.54	-258.893
293	P129929643	-259.758	-273.982	-270.272
294	P129929643	-260.19	-276.726	-272.654
295	P129929700	-287.038	-299.958	-299.819
296	P129929700	-185.769	-179.734	-186.712
297	P129929700	-186.814	-181.95	-189.085
298	P129929867	-252.212	-258.866	-262.314
299	P129929867	-249.865	-257.927	-261.583
300	P129929867	-250.698	-257.356	-260.691
301	P129960895	-197.574	-208.395	-213.883
302	P129960895	-196.955	-210.132	-214.903
303	P129960895	-196.865	-208.322	-213.946
304	P129962631	-203.989	-212.412	-216.919
305	P129962631	-204.539	-212.775	-217.026
306	P129962631	-204.549	-212.869	-216.994
307	P129973817	-182.145	-180.563	-183.382
308	P129973817	-183.188	-183.362	-184.813
309	P129973817	-180.704	-180.457	-182.78
310	P130426551	-229.761	-229.905	-224.702
