compoundId    score
1180	-862.39
1181	-862.39
1182	-862.39
1318	-346.98
1319	-346.98
3208	-325.79
1320	-245.35
2115	-120.39
4174	-120.09
4175	-120.09
4176	-120.09
2450	-119.48
2113	-117.26
743	-110.02
2451	-106.94
2114	-99.71
2765	-51.11
2766	-51.11
742	-47.50
744	-47.09
2449	-43.78
3209	-5.34
2764	18.08
3210	36.52
2979	40.58
2977	40.63
2978	41.54
3028	48.10
3029	48.10
3030	48.10
3290	75.47
1229	77.85
1228	82.27
2134	85.55
2135	85.55
2136	85.55
3291	92.12
1230	93.12
3289	97.70
1741	97.99
604	124.00
606	124.23
605	126.11
926	133.40
927	133.72
925	135.72
962	145.29
961	150.45
3598	151.15
3599	151.15
3600	151.15
963	156.67
2436	160.85
871	161.52
872	161.52
873	161.52
2435	162.86
2434	163.19
2119	165.06
1314	168.54
601	172.85
1075	181.42
1076	181.42
1077	181.42
2890	182.64
1312	188.90
1313	188.90
991	192.43
922	197.56
923	199.49
603	205.65
2891	207.12
3770	209.77
924	212.06
911	212.63
912	212.63
3769	213.01
602	214.63
916	218.37
918	219.87
910	224.22
2142	224.27
2120	224.37
3493	226.78
3494	226.78
3495	226.78
2121	227.61
2892	227.72
3771	228.50
993	231.72
917	235.45
2806	240.09
992	244.75
2807	245.76
2808	247.14
1093	257.23
4120	259.39
4121	259.39
4122	259.39
43	262.26
3850	262.26
551	265.54
4345	269.02
1365	269.70
913	274.47
914	274.47
915	274.47
1440	275.92
3322	279.58
2	285.66
1355	289.91
3852	290.68
367	292.07
1354	292.37
2140	292.82
1356	292.90
1384	293.94
1363	294.91
1250	295.11
813	295.45
550	295.97
1249	296.43
739	296.48
3181	297.81
45	298.63
997	298.79
3538	298.88
177	300.54
811	301.42
812	301.42
2985	303.28
907	303.62
2984	307.58
908	307.98
909	307.98
39	308.32
2700	310.40
2983	310.81
44	312.83
1066	313.03
1095	313.20
4091	313.31
4092	313.31
374	313.79
1094	314.58
3093	315.51
4179	315.72
2699	315.84
3	317.20
176	317.98
1251	321.04
1258	321.85
1742	322.96
1743	322.96
38	323.47
175	324.18
37	324.81
4090	326.28
4177	326.52
4178	326.78
2065	328.02
3324	328.04
2066	329.17
4005	329.46
4003	330.19
1284	330.32
2067	331.41
4004	331.75
1099	332.18
209	334.26
225	335.01
1100	335.16
1364	336.49
1260	336.93
4379	337.07
373	337.76
1420	337.88
1263	337.89
1324	337.90
1325	337.90
94	338.50
1101	338.61
3099	338.99
2141	339.01
4183	339.72
223	340.21
623	340.41
624	340.41
122	341.64
1262	342.07
121	342.24
1129	343.02
1124	343.86
4057	344.40
14	346.11
4058	346.41
4059	346.41
622	346.42
2738	346.51
95	347.85
96	347.85
4315	348.44
1259	348.65
1134	349.10
13	349.33
15	349.45
1142	349.72
3881	349.97
4346	350.48
4347	350.48
4380	350.54
2059	350.60
2060	350.60
2061	350.60
3383	350.96
377	351.41
1141	352.78
4060	353.21
948	353.45
1067	353.82
4061	353.88
4062	353.88
1	353.99
2737	354.19
2503	354.48
2505	354.66
2504	354.88
740	354.92
741	354.92
1280	355.17
1983	355.94
1126	356.09
2818	357.17
3382	357.60
30	357.71
1125	358.76
3734	359.06
4316	360.74
371	361.31
4317	362.64
999	363.03
3882	363.32
380	364.06
2790	364.08
372	364.56
4367	365.90
4513	366.22
552	366.73
4378	367.04
1326	367.58
370	367.64
4312	367.73
2802	368.05
3098	368.26
2819	368.71
3097	368.81
1414	369.73
2801	369.75
1136	369.78
1137	369.78
946	370.33
1409	370.39
1410	370.39
1392	370.95
1390	371.12
369	371.23
3808	371.73
3809	372.04
4514	372.81
230	373.99
4224	374.15
2800	374.44
4515	375.54
41	375.58
3285	376.77
109	376.82
111	376.82
1982	376.84
40	376.88
3810	376.88
110	377.45
2788	378.20
1123	378.41
1281	378.65
1279	378.76
998	379.40
1416	379.54
1135	379.58
1385	379.80
1379	379.86
3543	380.13
1282	380.28
3581	380.40
1283	380.63
1378	380.84
1408	381.03
947	381.05
1994	381.30
464	381.31
368	381.68
2820	381.99
934	382.06
1995	382.39
1399	382.65
1394	382.81
806	382.81
1130	383.39
4111	383.66
4112	383.66
208	383.78
1391	384.01
4412	384.92
1393	385.38
935	385.64
936	386.06
4413	386.28
4411	386.42
1469	386.47
4228	386.61
4495	386.62
3646	386.75
805	386.77
1027	387.23
1102	387.33
3040	387.80
3042	387.80
4313	387.88
303	387.98
1415	388.56
3546	389.20
379	389.52
3570	390.58
4262	390.77
3650	391.10
3041	391.14
1401	391.28
465	391.68
2969	392.01
4211	392.30
2972	392.34
42	392.52
4117	392.64
1468	392.87
1383	393.05
2789	393.20
1873	393.63
3651	394.21
1537	394.64
302	395.22
4212	396.11
4475	396.29
902	396.31
2056	396.43
4184	396.49
29	396.56
381	397.12
1539	397.16
4185	398.22
1382	398.29
1753	398.32
2968	399.16
1149	399.28
3361	399.46
3363	399.46
1400	399.53
3544	399.80
3545	399.80
4474	399.87
3087	399.95
3362	400.29
1381	400.38
1386	400.82
4226	401.05
1538	401.93
4222	402.39
3284	402.80
3710	403.21
4318	403.48
3568	403.90
3569	403.90
3709	403.91
4146	404.06
903	404.09
292	404.29
293	404.29
294	404.29
28	404.39
3283	404.54
2680	404.56
2681	404.56
2682	404.56
3091	404.75
4119	404.87
3647	405.20
4309	405.74
1389	406.51
1133	406.54
1153	406.65
4476	407.55
4497	407.75
1387	407.80
1388	407.80
3275	407.87
1398	407.99
1004	408.00
786	408.51
1470	408.58
3323	408.62
375	408.78
787	409.76
990	409.79
4145	409.96
3288	410.41
1944	411.12
3384	411.63
1003	411.86
2058	411.99
2057	412.02
1005	412.26
3092	413.22
1942	413.90
1255	414.35
1395	414.35
3905	414.42
4219	414.55
1117	414.56
1119	414.56
2690	414.91
2691	414.91
3880	414.94
3976	415.07
3906	415.11
1872	415.14
989	415.51
3766	415.79
4210	415.87
3454	416.14
1871	416.37
2907	416.98
3457	417.19
2698	417.24
1303	417.26
1304	417.32
304	417.54
4275	417.94
330	418.84
1068	419.10
1054	419.17
785	419.40
3991	419.54
1147	419.76
1148	419.76
1056	420.86
591	420.90
3603	421.38
4217	421.81
2277	421.83
210	422.16
1131	422.70
730	422.94
1305	423.02
1735	423.14
3993	423.92
1889	424.31
3458	424.44
1028	424.72
1029	424.72
4225	424.79
4227	424.79
447	425.14
305	425.52
452	425.59
3978	426.41
2781	426.68
1439	426.69
4221	426.84
463	426.93
328	427.14
4088	427.21
882	427.47
4430	427.53
789	428.07
1347	428.52
1563	428.70
4242	429.10
3703	429.17
406	429.34
407	429.34
674	430.46
1421	430.55
1422	430.55
4220	430.60
590	430.92
1261	431.30
4301	431.42
3580	431.45
803	431.59
4314	431.90
1087	432.63
301	432.69
3608	432.99
1888	433.14
3482	433.23
450	433.24
1721	433.63
773	433.69
2689	433.91
1719	433.95
4241	434.66
1118	434.96
442	435.19
1177	435.25
3177	435.45
1890	435.75
3745	435.78
807	435.79
4021	435.92
1121	435.97
1138	436.01
4089	436.20
4144	436.25
132	436.41
242	436.46
1874	436.76
1891	436.79
1943	436.79
4087	436.90
788	437.30
4323	437.39
2443	437.42
329	437.46
3767	437.50
2275	437.74
1179	437.78
1916	437.88
243	437.98
3481	438.05
1717	438.39
3455	438.72
2718	438.79
772	438.87
123	438.95
4223	439.28
2906	439.75
1128	439.90
1590	439.91
4369	439.94
4370	439.94
1737	439.98
306	440.22
3735	440.27
1744	440.28
1746	440.28
880	440.40
1589	440.44
4274	440.69
4371	440.77
2717	440.99
3314	441.44
1745	441.48
3483	441.53
589	441.61
1132	441.62
446	441.85
1122	441.91
1178	441.97
1417	442.33
3456	442.81
4300	442.92
1438	442.96
147	443.28
694	443.41
3025	444.02
1688	444.09
310	444.22
1893	444.24
784	444.54
1088	444.56
1089	444.56
1155	445.04
146	445.15
145	445.67
3582	445.76
3179	445.99
240	446.10
3026	446.36
2739	446.44
2905	446.59
1917	446.88
3175	447.32
1375	447.70
2716	448.37
4023	448.37
2280	448.41
3313	448.45
1687	448.51
4022	448.57
3027	448.74
4297	448.78
4113	448.88
1433	448.93
3736	449.05
3505	449.06
1418	449.29
1165	449.47
3768	449.72
4239	449.78
1139	449.87
4279	449.90
4280	449.90
4281	449.90
680	449.93
2389	449.93
1166	450.19
2022	450.59
4015	450.64
444	450.97
4321	450.97
3992	451.01
2380	451.02
1192	451.18
4322	451.29
988	451.57
1898	451.68
1346	452.17
4264	452.48
699	452.79
4368	452.94
1892	453.12
25	453.27
1376	453.39
181	453.66
451	453.69
3183	453.94
675	454.07
731	454.29
4234	454.30
1691	454.37
404	454.44
3999	454.82
405	454.88
4229	454.99
238	455.16
3977	455.20
3287	455.21
1981	455.37
1140	455.48
4266	455.49
1692	456.00
239	456.82
1532	456.86
131	456.88
378	457.02
4265	457.15
1915	457.24
4230	457.27
2970	457.52
3459	457.54
1396	457.67
1397	457.67
4118	457.96
3085	458.05
1053	458.10
4150	458.38
3273	458.60
995	458.65
554	458.78
3541	458.95
3281	459.02
1736	459.12
1404	459.21
4258	459.71
4236	459.88
55	459.98
56	459.98
57	459.98
50	460.29
2273	460.35
884	460.40
3086	460.45
2021	460.62
3904	460.87
1899	460.94
4235	460.98
3260	461.34
706	461.53
1060	461.56
667	461.59
27	461.68
1237	461.91
668	462.10
365	462.53
1658	462.54
12	462.68
537	463.24
3509	463.31
453	463.38
494	463.44
1919	463.65
4260	463.70
669	463.71
1531	463.98
1920	463.98
144	464.09
553	464.15
555	464.15
1020	464.27
2780	464.64
1524	464.80
921	465.57
3874	465.61
445	465.62
1533	465.72
4273	465.80
3730	465.82
312	465.83
4452	465.98
3876	466.06
1814	466.07
4444	466.19
878	466.52
1411	466.54
919	466.55
3542	466.62
3875	466.65
229	466.74
3176	466.83
311	466.92
3280	466.97
1689	467.02
4496	467.34
673	467.34
3276	467.51
403	467.53
1419	467.55
493	467.63
2390	468.00
3531	468.28
1013	468.35
1714	468.61
1715	468.61
70	468.61
2053	469.33
2054	469.33
2055	469.33
1588	469.43
1009	469.48
1718	469.70
1432	469.84
241	469.92
1434	469.94
389	470.07
4305	470.15
495	470.31
1104	470.75
1203	470.82
4429	471.10
3733	471.10
390	471.13
881	471.13
224	471.23
4259	471.25
1201	471.35
1878	471.44
1019	471.60
1484	471.70
2444	471.77
3172	471.84
3760	472.40
1012	472.56
3173	472.66
578	472.72
2779	472.92
1885	472.98
4269	473.11
3353	473.50
3507	473.57
1202	473.69
4282	473.74
3711	473.93
901	474.11
388	474.22
1477	474.39
3286	474.66
1894	474.85
1716	474.92
671	475.37
1483	475.50
1485	475.50
1412	475.72
3182	475.99
1413	476.04
366	476.11
3374	476.14
2388	476.23
1291	476.32
4216	476.32
408	476.39
1145	476.44
4373	476.55
4246	476.60
883	476.80
3705	477.08
1146	477.11
1167	477.21
4257	477.21
1292	477.22
3870	477.47
4372	477.60
4252	477.82
2971	477.86
2272	477.94
4374	478.13
1062	478.47
774	478.69
4218	478.73
1103	478.83
3609	479.42
577	479.54
4268	480.09
607	480.15
3529	480.42
1752	480.91
4255	481.09
1523	481.27
584	481.48
1918	481.56
792	481.64
1127	482.03
1061	482.14
4251	482.15
636	482.22
1876	482.38
4249	482.53
218	482.55
1055	482.63
441	482.75
3530	482.80
4256	482.89
3565	483.17
3508	483.25
2494	483.30
2496	483.30
676	483.50
1193	483.60
4247	483.66
2438	483.91
3798	484.00
1490	484.44
2276	484.47
4250	484.65
3349	484.69
2495	484.73
3648	484.78
677	485.07
2268	485.13
1473	485.19
889	485.22
3888	485.31
3998	485.46
3350	485.64
3174	486.42
791	486.46
1194	486.94
3886	487.30
3887	487.30
1006	487.77
1991	487.91
1120	488.30
4302	489.37
850	489.40
1901	489.61
142	489.85
439	489.91
3704	489.97
3547	490.20
709	490.31
398	490.41
4401	490.46
3282	490.68
4267	490.75
2020	490.85
1491	491.26
397	491.30
399	491.30
2973	491.39
3743	491.59
686	491.67
2445	491.68
3607	491.88
4248	492.02
920	492.04
2675	492.22
2676	492.22
3742	492.32
2441	492.38
3375	492.46
885	492.52
3487	492.61
3488	492.61
3489	492.61
800	492.63
1489	492.74
3602	492.75
3354	492.77
3566	492.83
3649	492.84
1471	492.87
3180	493.09
3761	493.18
1014	493.20
3548	493.56
3549	493.56
1558	493.61
1559	493.61
1560	493.61
1032	493.79
2694	494.34
890	494.57
536	495.00
1900	495.19
1990	495.26
4350	495.31
1030	495.57
1293	495.82
814	496.15
815	496.15
816	496.15
714	496.33
3732	496.41
888	496.58
1902	496.89
443	497.11
10	497.14
4245	497.21
3744	497.24
851	497.40
3079	497.41
2440	497.44
333	497.44
1031	497.52
1472	497.71
3261	497.82
78	498.13
1357	498.49
2674	498.60
3662	498.70
1474	498.73
1813	499.87
77	499.89
3567	499.95
33	500.25
3737	500.69
3738	500.69
3731	500.79
3997	500.80
2437	500.90
717	501.02
3445	501.06
887	501.23
1495	501.45
2567	501.53
682	501.64
701	501.84
996	501.99
1380	502.18
695	502.73
130	503.30
1895	503.34
448	503.43
1509	503.63
1522	504.15
3601	504.19
2267	504.26
4254	504.31
72	504.39
2568	504.46
4349	504.81
672	504.84
684	505.29
1059	505.34
1007	505.58
49	505.66
1403	505.85
886	505.95
1508	506.27
2566	506.54
2381	506.55
891	506.65
2116	506.85
1751	506.89
1750	507.31
449	507.40
1754	507.75
4253	507.82
1755	507.82
