compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
401	P112599083	-262.34	-263.724	-270.365
402	P112599083	-263.208	-271.821	-271.381
403	P112601763	-288.716	-297.626	-299.376
404	P112601763	-260.326	-267.68	-276.731
405	P112601763	-246.713	-250.48	-262.051
406	P112646479	-249.742	-265.752	-261.696
407	P112646479	-252.557	-264.909	-263.261
408	P112646479	-249.295	-267.554	-263.476
409	P112707308	-246.246	-253.599	-256.695
410	P112707308	-256.886	-264.818	-265.187
411	P112707308	-285.215	-306.215	-305.404
412	P112707604	-264.115	-284.111	-281.511
413	P112707604	-264.494	-284.116	-280.187
414	P112707604	-267.308	-286.699	-282.809
415	P112712745	-240.078	-245.88	-248.475
416	P112712745	-246.138	-252.526	-251.32
417	P112712745	-245.736	-251.568	-251.255
418	P112765433	-255.25	-263.557	-267.447
419	P112765433	-255.872	-263.761	-267.714
420	P112765433	-257.599	-263.952	-268.762
421	P112768652	-279.476	-286.585	-287.127
422	P112768652	-284.915	-289.947	-292.083
423	P112768652	-298.495	-309.082	-313.004
424	P114258818	-311.574	-328.711	-330.16
425	P114258818	-293.634	-321.607	-325.77
426	P114258818	-284.454	-289.252	-296.021
427	P114312622	-264.626	-270.535	-274.884
428	P114312622	-284.901	-304.484	-302.636
429	P114312622	-259.085	-265.295	-270.62
430	P115024530	-244.51	-261.199	-265.459
431	P115024530	-238.915	-250.165	-254.148
432	P115024530	-243.352	-256.058	-261.909
433	P116373036	-207.833	-209.248	-208.486
434	P116373036	-207.409	-209.087	-209.156
435	P116373036	-207.953	-210.894	-209.208
436	P117219121	-269.149	-282.866	-284.403
437	P117219121	-280.596	-282.912	-289.473
438	P117219121	-278.441	-286.35	-291.806
439	P117950931	-181.024	-193.434	-197.111
440	P117950931	-171.26	-181.32	-185.889
441	P117950931	-175.584	-192.244	-198.605
442	P119262355	-274.421	-294.933	-299.165
443	P119262355	-273.734	-295.656	-301.103
444	P119262355	-256.587	-267.167	-271.825
445	P119969605	-256.961	-275.266	-278.702
446	P119969605	-268.509	-283.489	-290.536
447	P119969605	-269.264	-285.055	-293.39
448	P120409796	-176.064	-185.1	-182.119
449	P120409796	-175.061	-180.504	-179.111
450	P120409796	-174.842	-181.668	-180.321
451	P120527579	-483.126	-490.878	-495.406
452	P120527579	-490.262	-501.469	-517.841
453	P120527579	-511.84	-526.616	-547.283
454	P120615705	-201.462	-211.871	-215.914
455	P120615705	-189.209	-199.208	-199.998
456	P120615705	-193.246	-200.052	-208.835
457	P120618097	-327.493	-348.892	-351.73
458	P120618097	-316.35	-332.992	-337.077
459	P120618097	-304.204	-322.263	-330.552
460	P120960811	-167.192	-179.769	-179.622
461	P120960811	-174.409	-185.139	-182.598
462	P120960811	-170.881	-175.856	-179.478
463	P121478925	-241.035	-255.815	-267.696
464	P121478925	-228.845	-242.811	-237.988
465	P121478925	-247.874	-265.576	-274.114
466	P12150557	-204.656	-213.268	-214.649
467	P12150557	-203.28	-211.278	-214.401
468	P12150557	-183.594	-187.911	-190.624
469	P121562394	-298.993	-332.751	-325.766
470	P121562394	-252.477	-266.729	-261.893
471	P121562394	-299.345	-333.953	-329.659
472	P12222356	-271.631	-292.137	-291.801
473	P12222356	-210.775	-217.69	-214.693
474	P12222356	-267.806	-285.16	-288.876
475	P122581322	-308.17	-328.73	-341.779
476	P122581322	-318.449	-333.037	-341.9
477	P122581322	-332.902	-360.365	-359.819
478	P122655173	-272.768	-274.448	-283.158
479	P122655173	-278.09	-276.671	-291.468
480	P122655173	-275.892	-276.447	-288.866
481	P122929873	-274.942	-285.803	-296.176
482	P122929873	-240.775	-251.92	-250.244
483	P122929873	-253.292	-269.489	-267.956
484	P123005539	-270.825	-284.58	-289.455
485	P123005539	-263.927	-284.554	-291.89
486	P123005539	-265.31	-279.695	-287.76
487	P12306179	-300.549	-310.092	-313.327
488	P12306179	-314.905	-317.85	-319.262
489	P12306179	-323.591	-338.147	-342.928
490	P123380324	-206.463	-218.62	-224.523
491	P123380324	-212.179	-228.361	-232.419
492	P123380324	-210.514	-222.64	-228.189
493	P123401059	-209.6	-213.021	-209.991
494	P123401059	-183.263	-195.606	-195.486
495	P123401059	-211.114	-214.555	-211.066
496	P123465903	-195.491	-214.719	-212.667
497	P123465903	-210.566	-236.747	-226.302
498	P123465903	-200.797	-220.711	-216.727
499	P124008815	-335.007	-366.156	-362.597
500	P124008815	-341.138	-372.595	-367.542
501	P124008815	-337.117	-367.872	-363.129
502	P124036481	-210.513	-224.498	-221.832
503	P124036481	-209.835	-225.543	-221.424
504	P124036481	-214.417	-225.898	-225.692
505	P124078767	-263.95	-270.545	-271.829
506	P124078767	-257.442	-269.189	-272.133
507	P124078767	-256.814	-269.307	-278.897
