compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern	score:LigandRNA-basic	score:LigandRNA-modern	title	score:rDock-dock_solv	score:rf-score-vs	target	pdb
73	G13	-417.98	-461.468	-462.49	-4501.14	-4390.71	G13	-76.574	-6	guanine	3GAO
74	G13	-414.517	-460.765	-462.347	-4504.51	-4393.97	G13	-75.8228	-6	guanine	3GAO
75	G13	-413.697	-458.489	-460.429	-4582.62	-4473.1	G13	-75.3006	-6	guanine	3GAO
76	G14	-430.904	-470.439	-469.898	-5350.47	-5243.39	G14	-82.4429	-6	guanine	3GAO
77	G14	-424.889	-464.381	-463.84	-5288.47	-5169.08	G14	-80.5901	-6	guanine	3GAO
78	G14	-423.197	-456.029	-460.298	-5096.5	-4981.07	G14	-80.2041	-6	guanine	3GAO
79	G15	-359.648	-406.307	-410.437	-4987.7	-4863.53	G15	-65.494	-6	guanine	3GAO
80	G15	-406.601	-449.971	-452.642	-4834.37	-4712.18	G15	-64.3306	-6	guanine	3GAO
81	G15	-406.973	-439.878	-444.778	-5102.41	-4974.75	G15	-64.2842	-6	guanine	3GAO
82	G3	-413.148	-441.429	-450.601	-4060.71	-3930.26	G3	-64.8436	-6	guanine	3GAO
83	G3	-413.404	-446.052	-455.301	-4015.23	-3879.68	G3	-64.3634	-6	guanine	3GAO
84	G3	-418.993	-449.001	-454.44	-4078.18	-3947.7	G3	-64.3057	-6	guanine	3GAO
85	G4	-506.04	-538.736	-542.972	-5947.4	-5845.91	G4	-54.1586	-6	guanine	3GAO
86	G4	-506.22	-539.34	-542.908	-5947.4	-5845.91	G4	-54.0819	-6	guanine	3GAO
87	G4	-505.713	-538.699	-542.929	-5947.4	-5845.91	G4	-54.0646	-6	guanine	3GAO
88	G6	-435.901	-481.446	-487.493	-4703.4	-4564.65	G6	-69.1816	-6	guanine	3GAO
89	G6	-428.791	-478.652	-480.695	-4745.17	-4607.53	G6	-68.997	-6	guanine	3GAO
90	G6	-427.639	-474.261	-475.749	-4719.9	-4585.86	G6	-68.7376	-6	guanine	3GAO
91	G8	-392.505	-432.219	-435.514	-6081.93	-5965.23	G8	-75.1306	-5	guanine	3GAO
92	G8	-405.539	-441.025	-445.957	-6081.09	-5960.64	G8	-74.5094	-5	guanine	3GAO
93	G8	-409.56	-443.563	-447.813	-6110.53	-5987.64	G8	-74.356	-5	guanine	3GAO
94	O6-methylguanine	-430.488	-453.59	-459.684	-6945.17	-6816.55	O6-methylguanine	-74.3828	-5	guanine	3GAO
95	O6-methylguanine	-426.656	-451.558	-457.86	-6964.24	-6831.13	O6-methylguanine	-74.3064	-5	guanine	3GAO
96	O6-methylguanine	-427.946	-451.043	-457.044	-6907.19	-6777.32	O6-methylguanine	-73.4814	-5	guanine	3GAO
97	P04510763	-213.335	-214.792	-218.83	-490.34	-392.61	P04510763	-41.965	-5	guanine	3GAO
98	P04510763	-214.818	-215.417	-218.775	-465.23	-369.09	P04510763	-41.4276	-6	guanine	3GAO
99	P04510763	-214.505	-215.462	-220.96	-490.34	-392.61	P04510763	-40.7692	-6	guanine	3GAO
100	P04878919	-367.476	-377.244	-392.232	-3039.53	-2852.99	P04878919	-57.0517	-5	guanine	3GAO
101	P04878919	-355.753	-357.334	-370.441	-2867.13	-2682.57	P04878919	-56.1974	-5	guanine	3GAO
102	P04878919	-368.598	-379.064	-391.022	-3038.91	-2852.61	P04878919	-55.1719	-5	guanine	3GAO
103	P05160426	-313.258	-310.45	-319.461	-4213.88	-4017.45	P05160426	-56.565	-5	guanine	3GAO
104	P05160426	-335.08	-340.071	-357.616	-4111.26	-3921.1	P05160426	-55.8422	-5	guanine	3GAO
105	P05160426	-315.599	-312.341	-321.883	-4129.4	-3932.95	P05160426	-55.0945	-5	guanine	3GAO
106	P05169006	-278.492	-289.806	-293.911	491.15	656.09	P05169006	-56.5824	-5	guanine	3GAO
107	P05169006	-282.36	-293.408	-296.554	479.45	639.53	P05169006	-56.0478	-6	guanine	3GAO
108	P05169006	-286.607	-296.114	-300.016	450.01	613.26	P05169006	-55.9762	-5	guanine	3GAO
109	P05203552	-157.533	-165.516	-159.539	-41.19	-2.34	P05203552	-40.6786	-5	guanine	3GAO
110	P05203552	-171.207	-172.678	-177.289	-155.23	-121.0	P05203552	-40.4603	-5	guanine	3GAO
111	P05203552	-165.247	-164.145	-165.22	-62.64	-8.98	P05203552	-29.8755	-5	guanine	3GAO
112	P05458189	-175.507	-169.382	-175.112	-390.85	-412.88	P05458189	-35.6868	-5	guanine	3GAO
113	P05458189	-176.33	-184.984	-185.77	-743.63	-736.43	P05458189	-34.7785	-5	guanine	3GAO
114	P05458189	-199.884	-199.118	-198.485	-452.8	-459.86	P05458189	-34.3546	-5	guanine	3GAO
115	P05653762	-168.745	-178.998	-175.98	-659.23	-658.39	P05653762	-49.4229	-5	guanine	3GAO
116	P05653762	-166.608	-175.534	-174.389	-654.73	-655.13	P05653762	-48.2868	-5	guanine	3GAO
117	P05653762	-167.457	-179.228	-175.256	-638.09	-637.34	P05653762	-45.0002	-5	guanine	3GAO
118	P06144602	-383.913	-388.0	-393.855	-91.4	61.23	P06144602	-53.6183	-5	guanine	3GAO
119	P06144602	-389.965	-401.686	-405.541	-88.18	65.79	P06144602	-53.1561	-5	guanine	3GAO
120	P06144602	-382.2	-389.419	-394.019	-64.2	90.31	P06144602	-51.8002	-5	guanine	3GAO
121	P06168283	-470.208	-479.542	-486.128	-330.15	-389.45	P06168283	-51.4841	-6	guanine	3GAO
122	P06168283	-456.772	-454.539	-468.68	-303.77	-352.75	P06168283	-50.1954	-6	guanine	3GAO
123	P06168283	-471.699	-474.991	-484.744	-295.68	-339.7	P06168283	-50.1494	-6	guanine	3GAO
124	P06191806	-206.324	-222.869	-225.096	-5033.5	-4892.86	P06191806	-58.4127	-6	guanine	3GAO
125	P06191806	-206.212	-222.808	-225.205	-5034.37	-4898.78	P06191806	-58.3287	-6	guanine	3GAO
126	P06191806	-206.322	-223.563	-225.476	-5033.5	-4892.86	P06191806	-57.9211	-6	guanine	3GAO
127	P06323680	-398.196	-410.942	-419.247	-612.98	-451.52	P06323680	-52.4669	-6	guanine	3GAO
128	P06323680	-398.413	-411.76	-419.957	-600.99	-440.66	P06323680	-50.8616	-5	guanine	3GAO
129	P06323680	-398.147	-411.567	-419.459	-612.98	-451.52	P06323680	-50.8074	-5	guanine	3GAO
130	P06375344	-263.634	-265.879	-279.193	-1532.22	-1527.76	P06375344	-47.9647	-6	guanine	3GAO
131	P06375344	-264.462	-266.888	-281.355	-1532.22	-1527.76	P06375344	-47.4492	-6	guanine	3GAO
132	P06375344	-267.382	-269.203	-284.112	-1563.45	-1559.66	P06375344	-46.0313	-6	guanine	3GAO
133	P06387406	-331.506	-361.886	-365.342	-1516.26	-1445.61	P06387406	-51.9932	-6	guanine	3GAO
134	P06387406	-348.208	-374.773	-372.998	-1628.07	-1548.77	P06387406	-49.6321	-6	guanine	3GAO
135	P06387406	-356.515	-387.041	-384.946	-1626.27	-1548.22	P06387406	-49.4848	-6	guanine	3GAO
136	P06660819	-307.31	-319.194	-329.755	-471.13	-382.88	P06660819	-49.0432	-6	guanine	3GAO
137	P06660819	-289.145	-296.815	-300.776	-445.0	-375.73	P06660819	-48.129	-5	guanine	3GAO
138	P06660819	-306.327	-304.373	-312.792	-639.81	-547.61	P06660819	-47.5449	-6	guanine	3GAO
139	P06747469	-216.394	-231.332	-221.678	-921.81	-907.27	P06747469	-51.8498	-6	guanine	3GAO
140	P06747469	-216.337	-229.974	-219.864	-911.44	-895.61	P06747469	-49.3579	-6	guanine	3GAO
141	P06747469	-216.497	-234.029	-223.49	-957.44	-939.99	P06747469	-48.2849	-6	guanine	3GAO
142	P06776811	-410.653	-421.818	-429.078	-838.2	-686.16	P06776811	-56.5675	-6	guanine	3GAO
143	P06776811	-409.748	-421.137	-429.918	-838.2	-686.16	P06776811	-55.3556	-6	guanine	3GAO
144	P06776811	-409.056	-420.8	-429.329	-841.37	-688.38	P06776811	-55.138	-6	guanine	3GAO
