@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 11\nSize of the tree: 21\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

adenine,3,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.1552,245,123,121,2,0,98.373984,1.626016,0,0.742138,0.036529,0.116931,83.694488,75.775298,20.419797,8.302806,12.116991,0.166015,0.067502,0.098512,-23.375086,-0.190041,-114.472665,0.983333,118,0,0,1,3,0.016667,2,1,0.983333,0.991597,0.768115,0.994444,0.999727,0.98374,0.000407,0.999593,0.01626,0.990244,0.98374,0.985704,0.768115,0.994444,0.993229,0.870798,0.98374,0.001,0.328,0,0.33,0,330,9676065,9505876,4927826,100,55.691057,?,?,?,?
adenine,3,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.1552,246,122,121,1,0,99.180328,0.819672,0,0.662983,0.013904,0.072462,34.940264,56.957247,14.978436,3.163988,11.814448,0.122774,0.025934,0.09684,2.941898,0.024114,19.640888,1,120,0.5,1,0.5,1,0,0,0.991736,1,0.995851,0.704179,0.997917,0.999931,0.991803,0.491803,0.508197,0.008197,0.991871,0.991803,0.990454,0.704179,0.997917,0.9972,0.831259,0.991803,0,0.319,0,0.32,0,320,9713590,9543401,4890301,100,52.04918,?,?,?,?
adenine,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,245,123,121,2,0,98.373984,1.626016,0,0.65928,0.01626,0.127515,40.89404,100.620389,15.019635,2148,-2132.980365,0.122111,17.463415,-17.341304,4.22187,0.034324,28.109003,0.983471,119,0,0,1,2,0.016529,2,1,0.983471,0.991667,0.701239,0.991736,0.999731,0.98374,0.000269,0.999731,0.01626,0.99187,0.98374,0.986382,0.701239,0.991736,0.991606,0.829167,0.98374,0.038,0.001,0.04,0,40,0,315033,9505876,4927826,98.373984,50,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
adenine,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,245,123,118,5,0,95.934959,4.065041,0,0.42577,0.04454,0.201488,102.049527,130.570781,20.419797,4304.55596,-4284.136163,0.166015,34.99639,-34.830375,-8.551666,-0.069526,-41.87929,0.966667,116,0.333333,1,0.666667,2,0.033333,4,0.991453,0.966667,0.978903,0.453539,0.822222,0.99121,0.95935,0.326016,0.673984,0.04065,0.975401,0.95935,0.965867,0.453539,0.822222,0.972659,0.711674,0.95935,0.07,0.001,0.07,0,70,0,314669,9505876,4927826,95.934959,50,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
adenine,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,246,122,119,3,0,97.540984,2.459016,0,-0.01105,0.028671,0.144548,72.048439,113.618512,14.978436,1084.747717,-1069.769281,0.122774,8.891375,-8.768601,-1.955048,-0.016025,-13.052418,0.991667,119,1,2,0,0,0.008333,1,0.983471,0.991667,0.987552,-0.011736,0.74375,0.991602,0.97541,0.983743,0.016257,0.02459,0.967349,0.97541,0.971362,-0.011736,0.74375,0.978215,0.493776,0.97541,0.071,0.001,0.07,0,70,0,315033,9543401,4890301,98.360656,50.819672,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
adenine,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,245,123,122,1,0,99.186992,0.813008,0,0.663014,0.009485,0.091411,23.854857,72.130776,15.019635,1074.263034,-1059.2434,0.122111,8.733846,-8.611735,9.357718,0.076079,62.303231,1,121,0.5,1,0.5,1,0,0,0.991803,1,0.995885,0.704203,0.75,0.991803,0.99187,0.49187,0.50813,0.00813,0.991937,0.99187,0.990532,0.704203,0.75,0.983939,0.831276,0.99187,0.04,0.002,0.04,0,40,0,315033,9505876,4927826,99.186992,50.406504,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
adenine,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,245,123,119,4,0,96.747967,3.252033,0,0.585859,0.035366,0.141923,81.029412,91.971068,20.419797,10.140934,10.278863,0.166015,0.082447,0.083568,-17.530411,-0.142524,-85.850077,0.966667,116,0,0,1,3,0.033333,4,1,0.966667,0.983051,0.64365,0.983333,0.999187,0.96748,0.000813,0.999187,0.03252,0.986063,0.96748,0.973708,0.64365,0.983333,0.98527,0.791525,0.96748,0.04,0.001,0.04,0,40,0,314669,9505876,4927826,100,56.504065,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
adenine,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,246,122,119,3,0,97.540984,2.459016,0,0.38796,0.028636,0.156644,71.960418,123.126437,14.978436,2156.583983,-2141.605547,0.122774,17.676918,-17.554144,-1.948856,-0.015974,-13.011081,0.983333,118,0.5,1,0.5,1,0.016667,2,0.991597,0.983333,0.987448,0.396295,0.745833,0.991604,0.97541,0.492077,0.507923,0.02459,0.980805,0.97541,0.977817,0.396295,0.745833,0.978217,0.693724,0.97541,0.074,0.001,0.07,0,70,0,314669,9543401,4890301,97.540984,50,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
adenine,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,245,123,118,5,0,95.934959,4.065041,0,-0.0199,0.04065,0.201619,102.235099,159.094805,15.019635,5370,-5354.980365,0.122111,43.658537,-43.536426,-11.974778,-0.097356,-79.727493,0.975207,118,1,2,0,0,0.024793,3,0.983333,0.975207,0.979253,-0.020328,0.487603,0.983343,0.95935,0.984143,0.015857,0.04065,0.967344,0.95935,0.96333,-0.020328,0.487603,0.967618,0.489627,0.95935,0.041,0.002,0.04,0.01,40,10,315033,9505876,4927826,95.934959,50,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
adenine,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,245,123,119,4,0,96.747967,3.252033,0,-0.012346,0.037093,0.173055,84.987745,112.14509,20.419797,1087.117313,-1066.697516,0.166015,8.838352,-8.672338,-17.107464,-0.139085,-83.778816,0.991667,119,1,3,0,0,0.008333,1,0.97541,0.991667,0.983471,-0.014315,0.941667,0.997338,0.96748,0.975813,0.024187,0.03252,0.951619,0.96748,0.959484,-0.014315,0.941667,0.977586,0.491736,0.96748,0.042,0.001,0.04,0,40,0,314669,9505876,4927826,99.186992,56.097561,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
adenine,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.1552,246,122,121,1,0,99.180328,0.819672,0,0.662983,0.012118,0.09024,30.453087,70.930952,14.978436,8.55596,6.422477,0.122774,0.070131,0.052643,8.882123,0.072804,59.299398,1,120,0.5,1,0.5,1,0,0,0.991736,1,0.995851,0.704179,0.766667,0.992287,0.991803,0.491803,0.508197,0.008197,0.991871,0.991803,0.990454,0.704179,0.766667,0.98436,0.831259,0.991803,0.085,0.001,0.09,0,90,0,315033,9543401,4890301,99.180328,50,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
adenine,1,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,245,123,120,3,0,97.560976,2.439024,0,0.38806,0.02439,0.156174,61.34106,123.234306,15.019635,3222,-3206.980365,0.122111,26.195122,-26.073011,-1.177013,-0.009569,-7.836496,0.983471,119,0.5,1,0.5,1,0.016529,2,0.991667,0.983471,0.987552,0.396394,0.741736,0.991536,0.97561,0.492139,0.507861,0.02439,0.980962,0.97561,0.977998,0.396394,0.741736,0.978255,0.693776,0.97561,0.004,0.001,0,0,0,0,314765,9505876,4927826,97.560976,50,?,?,?,?
adenine,1,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,245,123,120,3,0,97.560976,2.439024,0,0,0.02439,0.156174,55.882353,101.205712,20.419797,3222,-3201.580203,0.166015,26.195122,-26.029107,3.451967,0.028065,16.905003,1,120,1,3,0,0,0,0,0.97561,1,0.987654,?,0.5,0.97561,0.97561,0.97561,0.02439,0.02439,?,0.97561,?,?,0.5,0.952409,?,0.97561,0.004,0.001,0.01,0,10,0,314878,9505876,4927826,97.560976,50,?,?,?,?
adenine,1,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,246,122,119,3,0,97.540984,2.459016,0,0.38796,0.02459,0.156813,61.79402,123.25857,14.978436,3222,-3207.021564,0.122774,26.409836,-26.287062,-1.235264,-0.010125,-8.246951,0.983333,118,0.5,1,0.5,1,0.016667,2,0.991597,0.983333,0.987448,0.396295,0.741667,0.991463,0.97541,0.492077,0.507923,0.02459,0.980805,0.97541,0.977817,0.396295,0.741667,0.978077,0.693724,0.97541,0.005,0.002,0,0,0,0,315882,9543401,4890301,97.540984,50,?,?,?,?
adenine,2,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,245,123,122,1,0,99.186992,0.813008,0,0.663014,0.00813,0.090167,20.44702,71.14936,15.019635,1074,-1058.980365,0.122111,8.731707,-8.609596,9.620752,0.078217,64.054501,1,121,0.5,1,0.5,1,0,0,0.991803,1,0.995885,0.704203,0.75,0.991803,0.99187,0.49187,0.50813,0.00813,0.991937,0.99187,0.990532,0.704203,0.75,0.983939,0.831276,0.99187,0.007,0.001,0,0,0,0,316020,9505876,4927826,99.186992,50,?,?,?,?
adenine,2,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,245,123,119,4,0,96.747967,3.252033,0,-0.012346,0.03252,0.180334,74.509804,116.86229,20.419797,4296,-4275.580203,0.166015,34.926829,-34.760815,-2.203976,-0.017919,-10.793329,0.991667,119,1,3,0,0,0.008333,1,0.97541,0.991667,0.983471,-0.014315,0.495833,0.975412,0.96748,0.975813,0.024187,0.03252,0.951619,0.96748,0.959484,-0.014315,0.495833,0.952216,0.491736,0.96748,0.006,0.001,0.01,0,10,0,314878,9505876,4927826,96.747967,50,?,?,?,?
adenine,2,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,246,122,120,2,0,98.360656,1.639344,0,0.491667,0.016393,0.128037,41.196013,100.640201,14.978436,2148,-2133.021564,0.122774,17.606557,-17.483783,4.169303,0.034175,27.835366,0.991667,119,0.5,1,0.5,1,0.008333,1,0.991667,0.991667,0.991667,0.491667,0.745833,0.991599,0.983607,0.49194,0.50806,0.016393,0.983607,0.983607,0.983607,0.491667,0.745833,0.979577,0.745833,0.983607,0.005,0.001,0,0,0,0,314125,9543401,4890301,98.360656,50,?,?,?,?
adenine,3,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,245,123,116,7,0,94.308943,5.691057,0,-0.023781,0.056911,0.238559,143.129139,188.243511,15.019635,7518,-7502.980365,0.122111,61.121951,-60.99984,-22.772544,-0.185143,-151.618491,0.958678,116,1,2,0,0,0.041322,5,0.983051,0.958678,0.970711,-0.026465,0.479339,0.983079,0.943089,0.984412,0.015588,0.056911,0.967066,0.943089,0.954927,-0.026465,0.479339,0.967359,0.485356,0.943089,0.008,0.002,0.01,0,10,0,316522,9505876,4927826,94.308943,50,?,?,?,?
adenine,3,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,245,123,118,5,0,95.934959,4.065041,0,-0.0199,0.04065,0.201619,93.137255,130.656013,20.419797,5370,-5349.580203,0.166015,43.658537,-43.492522,-7.859919,-0.063902,-38.491661,0.983333,118,1,3,0,0,0.016667,2,0.975207,0.983333,0.979253,-0.020328,0.491667,0.975213,0.95935,0.976016,0.023984,0.04065,0.951421,0.95935,0.955369,-0.020328,0.491667,0.952023,0.489627,0.95935,0.005,0.001,0,0,0,0,314878,9505876,4927826,95.934959,50,?,?,?,?
adenine,3,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.1552,246,122,121,1,0,99.180328,0.819672,0,0.662983,0.008197,0.090536,20.598007,71.163369,14.978436,1074,-1059.021564,0.122774,8.803279,-8.680505,9.57387,0.078474,63.917683,1,120,0.5,1,0.5,1,0,0,0.991736,1,0.995851,0.704179,0.75,0.991736,0.991803,0.491803,0.508197,0.008197,0.991871,0.991803,0.990454,0.704179,0.75,0.983809,0.831259,0.991803,0.003,0.003,0,0,0,0,315016,9543401,4890301,99.180328,50,?,?,?,?
adenine,1,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1552,245,123,121,2,0,98.373984,1.626016,0,0,0.039857,0.126735,100.240268,100.004968,15.019635,15.025597,-0.005962,0.122111,0.122159,-0.000048,-0.696474,-0.005662,-4.637093,1,121,1,2,0,0,0,0,0.98374,1,0.991803,?,0.5,0.98374,0.98374,0.98374,0.01626,0.01626,?,0.98374,?,?,0.5,0.968008,?,0.98374,1.351,0.002,1.32,0,1320,0,956827,9505876,4927826,98.373984,50,?,?,?,1
adenine,1,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1552,245,123,120,3,0,97.560976,2.439024,0,0,0.043724,0.154311,100.17934,99.998581,20.419797,20.41678,0.003017,0.166015,0.16599,0.000025,-0.684769,-0.005567,-3.353456,1,120,1,3,0,0,0,0,0.97561,1,0.987654,?,0.5,0.97561,0.97561,0.97561,0.02439,0.02439,?,0.97561,?,?,0.5,0.952409,?,0.97561,1.314,0.002,1.29,0,1290,0,954501,9505876,4927826,97.560976,50,?,?,?,1
adenine,1,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1552,246,122,120,2,0,98.360656,1.639344,0,0,0.035973,0.127041,90.39773,99.857725,14.978436,14.793358,0.185079,0.122774,0.121257,0.001517,0.687831,0.005638,4.592144,1,120,1,2,0,0,0,0,0.983607,1,0.991736,?,0.5,0.983607,0.983607,0.983607,0.016393,0.016393,?,0.983607,?,?,0.5,0.967751,?,0.983607,1.311,0.003,1.29,0,1290,0,956107,9543401,4890301,98.360656,50,?,?,?,1
adenine,2,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1552,245,123,121,2,0,98.373984,1.626016,0,0,0.039857,0.126735,100.240268,100.004968,15.019635,15.025597,-0.005962,0.122111,0.122159,-0.000048,-0.696474,-0.005662,-4.637093,1,121,1,2,0,0,0,0,0.98374,1,0.991803,?,0.5,0.98374,0.98374,0.98374,0.01626,0.01626,?,0.98374,?,?,0.5,0.968008,?,0.98374,1.314,0.002,1.29,0,1290,0,955959,9505876,4927826,98.373984,50,?,?,?,1
adenine,2,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1552,245,123,120,3,0,97.560976,2.439024,0,0,0.043724,0.154311,100.17934,99.998581,20.419797,20.41678,0.003017,0.166015,0.16599,0.000025,-0.684769,-0.005567,-3.353456,1,120,1,3,0,0,0,0,0.97561,1,0.987654,?,0.5,0.97561,0.97561,0.97561,0.02439,0.02439,?,0.97561,?,?,0.5,0.952409,?,0.97561,1.323,0.003,1.3,0,1300,0,955983,9505876,4927826,97.560976,50,?,?,?,1
adenine,2,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1553,246,122,120,2,0,98.360656,1.639344,0,0,0.039888,0.127228,100.238073,100.00475,14.978436,14.984157,-0.005721,0.122774,0.122821,-0.000047,-0.687831,-0.005638,-4.592144,1,120,1,2,0,0,0,0,0.983607,1,0.991736,?,0.5,0.983607,0.983607,0.983607,0.016393,0.016393,?,0.983607,?,?,0.5,0.967751,?,0.983607,1.334,0.002,1.31,0,1310,0,956219,9543401,4890301,98.360656,50,?,?,?,1
adenine,3,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1553,245,123,121,2,0,98.373984,1.626016,0,0,0.039857,0.126735,100.240268,100.004968,15.019635,15.025597,-0.005962,0.122111,0.122159,-0.000048,-0.696474,-0.005662,-4.637093,1,121,1,2,0,0,0,0,0.98374,1,0.991803,?,0.5,0.98374,0.98374,0.98374,0.01626,0.01626,?,0.98374,?,?,0.5,0.968008,?,0.98374,1.336,0.003,1.31,0.01,1310,10,955665,9505876,4927826,98.373984,50,?,?,?,1
adenine,3,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1553,245,123,120,3,0,97.560976,2.439024,0,0,0.043724,0.154311,100.17934,99.998581,20.419797,20.41678,0.003017,0.166015,0.16599,0.000025,-0.684769,-0.005567,-3.353456,1,120,1,3,0,0,0,0,0.97561,1,0.987654,?,0.5,0.97561,0.97561,0.97561,0.02439,0.02439,?,0.97561,?,?,0.5,0.952409,?,0.97561,1.328,0.003,1.31,0,1310,0,955071,9505876,4927826,97.560976,50,?,?,?,1
adenine,3,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.1553,246,122,120,2,0,98.360656,1.639344,0,0,0.039888,0.127228,100.238073,100.00475,14.978436,14.984157,-0.005721,0.122774,0.122821,-0.000047,-0.687831,-0.005638,-4.592144,1,120,1,2,0,0,0,0,0.983607,1,0.991736,?,0.5,0.983607,0.983607,0.983607,0.016393,0.016393,?,0.983607,?,?,0.5,0.967751,?,0.983607,1.319,0.002,1.3,0,1300,0,957151,9543401,4890301,98.360656,50,?,?,?,1
adenine,1,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,245,123,118,5,0,95.934959,4.065041,0,0.430028,0.0414,0.188608,104.119957,148.827478,15.019635,35.349444,-20.32981,0.122111,0.287394,-0.165283,-16.28358,-0.132387,-108.415284,0.958678,116,0,0,1,2,0.041322,5,1,0.958678,0.978903,0.523362,0.995868,0.999932,0.95935,0.000672,0.999328,0.04065,0.988386,0.95935,0.970213,0.523362,0.995868,0.997223,0.711674,0.95935,0.095,0.001,0.09,0.01,90,10,558555,9505876,4927826,97.560976,51.219512,?,?,?,?
adenine,1,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,245,123,118,5,0,95.934959,4.065041,0,0.528736,0.044297,0.203519,101.492798,131.887091,20.419797,88.518415,-68.098618,0.166015,0.719662,-0.553647,-13.72017,-0.111546,-67.190531,0.958333,115,0,0,1,3,0.041667,5,1,0.958333,0.978723,0.599479,0.988889,0.999727,0.95935,0.001016,0.998984,0.04065,0.984756,0.95935,0.968156,0.599479,0.988889,0.989707,0.762089,0.95935,0.088,0.001,0.08,0,80,0,558221,9505876,4927826,95.934959,50.813008,?,?,?,?
adenine,1,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,246,122,119,3,0,97.540984,2.459016,0,0.38796,0.028775,0.159712,72.309961,125.537541,14.978436,86.967094,-71.988657,0.122774,0.712845,-0.590071,-8.204458,-0.06725,-54.77513,0.983333,118,0.5,1,0.5,1,0.016667,2,0.991597,0.983333,0.987448,0.396295,0.95,0.999141,0.97541,0.492077,0.507923,0.02459,0.980805,0.97541,0.977817,0.396295,0.95,0.988121,0.693724,0.97541,0.092,0.001,0.09,0,90,0,560007,9543401,4890301,97.540984,50.819672,?,?,?,?
adenine,2,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,245,123,118,5,0,95.934959,4.065041,0,0.268728,0.038684,0.189449,97.289039,149.491451,15.019635,71.959872,-56.940237,0.122111,0.58504,-0.462929,-12.958331,-0.105352,-86.275938,0.966942,117,0.5,1,0.5,1,0.033058,4,0.991525,0.966942,0.979079,0.299051,0.96281,0.999369,0.95935,0.492407,0.507593,0.04065,0.978655,0.95935,0.967805,0.299051,0.96281,0.992728,0.632397,0.95935,0.106,0.002,0.11,0,110,0,558711,9505876,4927826,97.560976,51.219512,?,?,?,?
adenine,2,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,245,123,120,3,0,97.560976,2.439024,0,0.655462,0.026711,0.157988,61.199207,102.381599,20.419797,57.818183,-37.398387,0.166015,0.470067,-0.304052,-0.416859,-0.003389,-2.041444,0.975,117,0,0,1,3,0.025,3,1,0.975,0.987342,0.698212,0.988889,0.999727,0.97561,0.00061,0.99939,0.02439,0.987805,0.97561,0.97952,0.698212,0.988889,0.989707,0.827004,0.97561,0.087,0.002,0.09,0,90,0,559281,9505876,4927826,97.560976,50.406504,?,?,?,?
adenine,2,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,246,122,119,3,0,97.540984,2.459016,0,0.561151,0.021909,0.140938,55.056249,110.780438,14.978436,34.170239,-19.191803,0.122774,0.280084,-0.15731,-0.661802,-0.005425,-4.418363,0.975,117,0,0,1,2,0.025,3,1,0.975,0.987342,0.6245,0.991667,0.999862,0.97541,0.00041,0.99959,0.02459,0.990164,0.97541,0.980524,0.6245,0.991667,0.995766,0.779385,0.97541,0.091,0.002,0.09,0,90,0,559569,9543401,4890301,98.360656,50.409836,?,?,?,?
adenine,3,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,245,123,118,5,0,95.934959,4.065041,0,0.430028,0.041498,0.193387,104.366265,152.599027,15.019635,42.64875,-27.629115,0.122111,0.346738,-0.224627,-17.560273,-0.142766,-116.915449,0.958678,116,0,0,1,2,0.041322,5,1,0.958678,0.978903,0.523362,0.987603,0.999795,0.95935,0.000672,0.999328,0.04065,0.988386,0.95935,0.970213,0.523362,0.987603,0.99492,0.711674,0.95935,0.119,0.002,0.12,0,120,0,560685,9505876,4927826,97.560976,52.03252,?,?,?,?
adenine,3,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,245,123,121,2,0,98.373984,1.626016,0,0.658333,0.020106,0.1328,46.065826,86.059024,20.419797,35.029348,-14.609551,0.166015,0.284791,-0.118777,3.004538,0.024427,14.71385,0.991667,119,0.333333,1,0.666667,2,0.008333,1,0.991667,0.991667,0.991667,0.658333,0.983333,0.999582,0.98374,0.325407,0.674593,0.01626,0.98374,0.98374,0.98374,0.658333,0.983333,0.991801,0.829167,0.98374,0.084,0.002,0.08,0.01,80,10,558902,9505876,4927826,98.373984,50.813008,?,?,?,?
adenine,3,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20230301.1553,246,122,119,3,0,97.540984,2.459016,0,0.561151,0.030743,0.161627,77.256154,127.043205,14.978436,34.92665,-19.948213,0.122774,0.286284,-0.16351,-10.855883,-0.088983,-72.476741,0.975,117,0,0,1,2,0.025,3,1,0.975,0.987342,0.6245,1,1,0.97541,0.00041,0.99959,0.02459,0.990164,0.97541,0.980524,0.6245,1,1,0.779385,0.97541,0.084,0.001,0.08,0,80,0,557752,9543401,4890301,97.540984,51.229508,?,?,?,?
guanine,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230301.1553,1026,514,0,0,514,0,0,100,1,?,?,?,?,0,0,0,0,?,?,0,?,?,?,0,?,0,?,0,?,0,?,?,?,?,0.5,0.980545,?,?,?,?,?,?,?,?,?,?,?,?,0.173,0.437,0.18,0.41,180,410,914621,36628457,18497001,0,0,?,?,?,?
guanine,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230301.1553,1027,513,0,0,513,0,0,100,1,?,?,?,?,0,0,0,0,?,?,0,?,?,?,0,?,0,?,0,?,0,?,?,?,?,0.5,0.980507,?,?,?,?,?,?,?,?,?,?,?,?,0.181,0.451,0.16,0.41,160,410,914621,36663870,18461588,0,0,?,?,?,?
guanine,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230301.1553,1027,513,0,0,513,0,0,100,1,?,?,?,?,0,0,0,0,?,?,0,?,?,?,0,?,0,?,0,?,0,?,?,?,?,0.5,0.980507,?,?,?,?,?,?,?,?,?,?,?,?,0.174,0.406,0.18,0.39,180,390,914621,36663870,18461588,0,0,?,?,?,?
guanine,2,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230301.1553,1026,514,0,0,514,0,0,100,1,?,?,?,?,0,0,0,0,?,?,0,?,?,?,0,?,0,?,0,?,0,?,?,?,?,0.5,0.980545,?,?,?,?,?,?,?,?,?,?,?,?,0.186,0.405,0.19,0.4,190,400,914621,36628457,18497001,0,0,?,?,?,?
guanine,2,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230301.1553,1027,513,0,0,513,0,0,100,1,?,?,?,?,0,0,0,0,?,?,0,?,?,?,0,?,0,?,0,?,0,?,?,?,?,0.5,0.980507,?,?,?,?,?,?,?,?,?,?,?,?,0.175,0.413,0.18,0.4,180,400,914621,36663870,18461588,0,0,?,?,?,?
guanine,2,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230301.1553,1027,513,0,0,513,0,0,100,1,?,?,?,?,0,0,0,0,?,?,0,?,?,?,0,?,0,?,0,?,0,?,?,?,?,0.5,0.980507,?,?,?,?,?,?,?,?,?,?,?,?,0.173,0.408,0.18,0.4,180,400,914621,36663870,18461588,0,0,?,?,?,?
guanine,3,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230301.1553,1026,514,0,0,514,0,0,100,1,?,?,?,?,0,0,0,0,?,?,0,?,?,?,0,?,0,?,0,?,0,?,?,?,?,0.5,0.980545,?,?,?,?,?,?,?,?,?,?,?,?,0.174,0.408,0.17,0.4,170,400,914621,36628457,18497001,0,0,?,?,?,?
guanine,3,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230301.1553,1027,513,0,0,513,0,0,100,1,?,?,?,?,0,0,0,0,?,?,0,?,?,?,0,?,0,?,0,?,0,?,?,?,?,0.5,0.980507,?,?,?,?,?,?,?,?,?,?,?,?,0.174,0.405,0.17,0.4,170,400,914621,36663870,18461588,0,0,?,?,?,?
