score,method,desc,type
0.8306910569105691,Random Forest,2L8H,one
0.8922920892494929,Random Forest,2L8H,one
0.8173427991886411,Random Forest,2L8H,one
0.8114837398373984,Random Forest,2L8H,one
0.7273833671399593,Random Forest,2L8H,one
0.7706896551724138,Random Forest,2L8H,one
0.8315040650406504,Random Forest,2L8H,one
0.8030425963488844,Random Forest,2L8H,one
0.8021298174442191,Random Forest,2L8H,one
0.7714430894308943,Random Forest,2L8H,one
0.673630831643002,Random Forest,2L8H,one
0.7942190669371196,Random Forest,2L8H,one
0.7110772357723578,Random Forest,2L8H,one
0.7765720081135903,Random Forest,2L8H,one
0.8050709939148073,Random Forest,2L8H,one
0.7848577235772358,Random Forest,2L8H,one
0.8645030425963489,Random Forest,2L8H,one
0.7934077079107505,Random Forest,2L8H,one
0.7207317073170731,Random Forest,2L8H,one
0.6550709939148074,Random Forest,2L8H,one
0.7324543610547668,Random Forest,2L8H,one
0.8917682926829269,Random Forest,2L8H,one
0.6816430020283977,Random Forest,2L8H,one
0.6853955375253549,Random Forest,2L8H,one
0.857520325203252,Random Forest,2L8H,one
0.8929006085192698,Random Forest,2L8H,one
0.94026369168357,Random Forest,2L8H,one
0.7222560975609755,Random Forest,2L8H,one
0.8711967545638946,CatBoost,6MCE,one
0.6699797160243408,CatBoost,6MCE,one
0.7833333333333334,CatBoost,6MCE,one
0.8379310344827586,CatBoost,6MCE,one
0.7436105476673428,CatBoost,6MCE,one
0.8680894308943089,CatBoost,6MCE,one
0.8115618661257606,CatBoost,6MCE,one
0.9225152129817444,CatBoost,6MCE,one
0.7821138211382114,CatBoost,6MCE,one
0.6622718052738337,CatBoost,6MCE,one
0.7941176470588235,CatBoost,6MCE,one
0.8689024390243902,CatBoost,6MCE,one
0.6778904665314401,CatBoost,6MCE,one
0.886815415821501,CatBoost,6MCE,one
0.906910569105691,CatBoost,6MCE,one
0.9042596348884382,CatBoost,6MCE,one
0.8026369168356998,CatBoost,6MCE,one
0.7989837398373985,CatBoost,6MCE,one
0.9292089249492901,CatBoost,6MCE,one
0.8217038539553753,CatBoost,6MCE,one
0.7782520325203253,CatBoost,6MCE,one
0.8210953346855984,CatBoost,6MCE,one
0.7667342799188641,CatBoost,6MCE,one
0.7365853658536585,CatBoost,6MCE,one
0.933265720081136,CatBoost,6MCE,one
0.7338742393509128,CatBoost,6MCE,one
0.7752032520325204,CatBoost,6MCE,one
0.8709939148073023,CatBoost,6MCE,one
0.6849898580121704,CatBoost,6MCE,one
0.791869918699187,CatBoost,6MCE,one
0.4726166328600406,kNN,6MCE,one
0.7338742393509128,kNN,6MCE,one
0.6394308943089432,kNN,6MCE,one
0.5786004056795132,kNN,6MCE,one
0.5764705882352941,kNN,6MCE,one
0.5745934959349593,kNN,6MCE,one
0.581338742393509,kNN,6MCE,one
0.6290060851926977,kNN,6MCE,one
0.5353658536585367,kNN,6MCE,one
0.5284989858012171,kNN,6MCE,one
0.6894523326572009,kNN,6MCE,one
0.6230691056910569,kNN,6MCE,one
0.6358012170385395,kNN,6MCE,one
0.6872210953346856,kNN,6MCE,one
0.6756097560975609,kNN,6MCE,one
0.5372210953346856,kNN,6MCE,one
0.6280933062880324,kNN,6MCE,one
0.5851626016260162,kNN,6MCE,one
0.6315415821501015,kNN,6MCE,one
0.5308316430020285,kNN,6MCE,one
0.6794715447154471,kNN,6MCE,one
0.6280933062880325,kNN,6MCE,one
0.6312373225152129,kNN,6MCE,one
0.5326219512195123,kNN,6MCE,one
0.5226166328600406,kNN,6MCE,one
0.6813387423935091,kNN,6MCE,one
0.5842479674796748,kNN,6MCE,one
0.6818458417849899,kNN,6MCE,one
0.6324543610547668,kNN,6MCE,one
0.6786585365853658,kNN,6MCE,one
0.6907707910750507,Random Forest,6MCE,one
0.7579107505070994,Random Forest,6MCE,one
0.8615853658536585,Random Forest,6MCE,one
0.7359026369168358,Random Forest,6MCE,one
0.7854969574036512,Random Forest,6MCE,one
0.7592479674796748,Random Forest,6MCE,one
0.7910750507099391,Random Forest,6MCE,one
0.8272819472616633,Random Forest,6MCE,one
0.7517276422764227,Random Forest,6MCE,one
0.8278904665314402,Random Forest,6MCE,one
0.7040567951318459,Random Forest,6MCE,one
0.7851626016260163,Random Forest,6MCE,one
0.8210953346855983,Random Forest,6MCE,one
0.8496957403651115,Random Forest,6MCE,one
0.7552845528455284,Random Forest,6MCE,one
0.7808316430020283,Random Forest,6MCE,one
0.7075050709939148,Random Forest,6MCE,one
0.7866869918699186,Random Forest,6MCE,one
0.8709939148073023,Random Forest,6MCE,one
0.6980730223123732,Random Forest,6MCE,one
0.6730691056910569,Random Forest,6MCE,one
0.7524340770791075,Random Forest,6MCE,one
0.8178498985801217,Random Forest,6MCE,one
0.733130081300813,Random Forest,6MCE,one
0.8308316430020284,Random Forest,6MCE,one
0.7454361054766734,Random Forest,6MCE,one
0.7280487804878049,Random Forest,6MCE,one
0.7864097363083165,Random Forest,6MCE,one
0.8128803245436106,Random Forest,6MCE,one
0.8682926829268293,Random Forest,6MCE,one
0.861866125760649,CatBoost,1ARJ+1LVJ,two
0.8350912778904664,CatBoost,1ARJ+1LVJ,two
0.8111788617886179,CatBoost,1ARJ+1LVJ,two
0.8371196754563894,CatBoost,1ARJ+1LVJ,two
0.7515212981744422,CatBoost,1ARJ+1LVJ,two
0.8939024390243901,CatBoost,1ARJ+1LVJ,two
0.8338742393509128,CatBoost,1ARJ+1LVJ,two
0.7959432048681542,CatBoost,1ARJ+1LVJ,two
0.9121951219512195,CatBoost,1ARJ+1LVJ,two
0.7582150101419878,CatBoost,1ARJ+1LVJ,two
0.8474645030425965,CatBoost,1ARJ+1LVJ,two
0.8497967479674797,CatBoost,1ARJ+1LVJ,two
0.8093306288032454,CatBoost,1ARJ+1LVJ,two
