compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern	score:LigandRNA-basic	score:LigandRNA-modern	title	score:rDock-dock_solv	score:rf-score-vs	target	pdb
187	P08011872	-251.045	-257.106	-254.225	-917.5	-868.43	P08011872	-21.8703	-6	hiv	1UUI
188	P08011872	-245.842	-246.223	-248.029	-676.12	-631.1	P08011872	-21.7026	-6	hiv	1UUI
189	P08011872	-242.161	-244.578	-248.138	-568.01	-538.73	P08011872	-21.5853	-5	hiv	1UUI
190	P08103884	-240.802	-244.241	-247.342	-193.81	-175.55	P08103884	-15.0134	-5	hiv	1UUI
191	P08103884	-241.168	-243.388	-247.38	-142.03	-124.75	P08103884	-14.622	-5	hiv	1UUI
192	P08103884	-233.788	-240.406	-233.874	-517.41	-479.06	P08103884	-14.5549	-6	hiv	1UUI
193	P08179997	-146.606	-144.926	-145.253	-904.02	-859.83	P08179997	-21.4682	-5	hiv	1UUI
194	P08179997	-145.101	-142.714	-144.716	-885.87	-842.95	P08179997	-21.426	-5	hiv	1UUI
195	P08179997	-145.244	-142.987	-144.92	-857.32	-814.34	P08179997	-21.3787	-5	hiv	1UUI
196	P08182707	-209.117	-225.872	-226.163	-1039.63	-1038.39	P08182707	-33.3797	-5	hiv	1UUI
197	P08182707	-203.341	-221.082	-222.08	-1046.16	-1045.77	P08182707	-31.3756	-5	hiv	1UUI
198	P08182707	-206.081	-219.644	-217.292	-1037.47	-1038.12	P08182707	-30.4412	-5	hiv	1UUI
199	P08192944	-188.099	-185.899	-193.193	-1507.31	-1450.27	P08192944	-30.5129	-6	hiv	1UUI
200	P08192944	-188.83	-187.249	-194.607	-1480.33	-1422.91	P08192944	-30.5012	-6	hiv	1UUI
201	P08192944	-188.009	-186.93	-194.203	-1491.97	-1435.02	P08192944	-30.4994	-6	hiv	1UUI
202	P08287941	-200.032	-195.363	-204.212	259.82	270.41	P08287941	-12.6951	-6	hiv	1UUI
203	P08287941	-220.941	-234.134	-234.928	128.82	157.47	P08287941	-8.14344	-6	hiv	1UUI
204	P08287941	-188.534	-198.124	-203.454	110.46	131.52	P08287941	-5.49981	-6	hiv	1UUI
205	P08904802	-260.93	-277.69	-281.212	-823.57	-766.09	P08904802	-25.1453	-5	hiv	1UUI
206	P08904802	-264.86	-279.23	-278.436	-500.5	-458.84	P08904802	-24.8193	-5	hiv	1UUI
