compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
287	P108243673	-197.126	-214.012	-210.004
288	P108243673	-174.813	-184.338	-187.298
289	P108252769	-130.724	-132.471	-138.339
290	P108252769	-129.073	-131.96	-137.309
291	P108252769	-129.061	-131.939	-137.765
292	P108311216	-243.474	-245.985	-242.754
293	P108311216	-240.429	-244.774	-242.725
294	P108311216	-242.972	-244.142	-242.264
295	P108902473	-218.244	-218.927	-218.625
296	P108902473	-218.337	-219.221	-218.027
297	P108902473	-211.073	-212.385	-217.567
298	P108909512	-300.172	-310.716	-309.646
299	P108909512	-307.533	-315.346	-311.308
300	P108909512	-314.486	-333.153	-329.03
301	P108909526	-285.138	-302.98	-299.893
302	P108909526	-285.094	-295.406	-296.423
303	P108909526	-248.971	-263.731	-256.767
304	P108937154	-197.938	-205.801	-207.407
305	P108937154	-198.361	-202.503	-202.174
306	P108937154	-227.964	-240.735	-238.924
307	P108937526	-221.544	-229.28	-224.634
308	P108937526	-225.476	-228.793	-234.469
309	P108937526	-227.3	-230.338	-235.819
310	P108944433	-140.557	-147.136	-146.471
311	P108944433	-138.23	-144.851	-146.136
312	P108944433	-184.946	-190.493	-187.478
313	P108996920	-289.784	-297.299	-304.043
314	P108996920	-295.005	-304.619	-310.121
315	P108996920	-292.706	-304.503	-308.746
316	P109008932	-286.983	-305.034	-306.395
317	P109008932	-287.853	-304.298	-308.048
318	P109008932	-290.129	-307.781	-309.248
319	P109013041	-182.708	-188.449	-189.031
320	P109013041	-216.521	-227.134	-228.614
321	P109013041	-165.193	-175.075	-173.382
322	P109015587	-256.271	-257.649	-264.973
323	P109015587	-263.457	-267.113	-273.563
324	P109015587	-277.993	-295.946	-300.17
325	P109047699	-206.352	-214.865	-210.497
326	P109047699	-210.469	-219.81	-214.273
327	P109047699	-203.007	-208.831	-207.038
328	P109438385	-227.756	-239.24	-236.273
329	P109438385	-228.42	-241.621	-239.009
330	P109438385	-239.539	-257.483	-249.933
331	P109438629	-248.947	-253.435	-255.783
332	P109438629	-247.781	-252.283	-256.045
333	P109438629	-172.878	-174.822	-176.084
334	P109438688	-183.154	-186.096	-185.973
335	P109438688	-183.194	-184.735	-185.721
336	P109438688	-182.49	-185.15	-186.138
337	P110132829	-136.894	-139.979	-138.632
338	P110132829	-165.411	-165.123	-166.902
339	P110132829	-165.183	-165.282	-168.243
340	P110574908	-343.766	-368.227	-373.791
341	P110574908	-343.827	-368.361	-374.553
342	P110574908	-344.45	-370.219	-374.255
343	P110840273	-162.152	-159.753	-161.202
344	P110840273	-158.68	-155.843	-158.2
345	P110840273	-162.265	-158.748	-160.842
346	P111922037	-239.83	-244.626	-249.057
347	P111922037	-240.814	-244.796	-248.96
348	P111922037	-239.361	-242.563	-248.857
349	P112142002	-351.002	-362.148	-377.948
350	P112142002	-351.666	-362.442	-376.466
351	P112142002	-242.205	-248.144	-244.048
352	P112142028	-384.168	-418.644	-421.562
353	P112142028	-385.135	-421.475	-424.353
354	P112142028	-385.315	-418.417	-421.952
355	P112154856	-315.665	-324.492	-332.117
356	P112154856	-205.111	-208.014	-209.842
357	P112154856	-318.223	-334.317	-335.762
358	P112176413	-151.548	-154.769	-157.527
359	P112176413	-115.806	-115.557	-116.016
360	P112176413	-182.673	-184.522	-181.952
361	P112221885	-384.309	-408.743	-416.591
362	P112221885	-384.16	-404.348	-414.592
363	P112221885	-420.38	-438.7	-448.392
364	P112299114	-166.957	-172.355	-170.307
365	P112299114	-170.064	-175.532	-174.074
366	P112299114	-170.263	-168.828	-167.643
367	P112473017	-281.21	-296.013	-304.073
368	P112473017	-280.318	-294.598	-302.129
369	P112473017	-189.423	-191.396	-198.655
370	P114977737	-119.521	-125.283	-123.954
371	P114977737	-122.638	-129.8	-126.009
372	P114977737	-122.741	-129.401	-126.14
373	P114977741	-135.145	-130.868	-129.082
374	P114977741	-133.52	-133.598	-129.306
375	P114977741	-126.797	-136.83	-137.904
376	P116724644	-141.421	-138.463	-143.314
377	P116724644	-150.244	-147.74	-149.344
378	P116724644	-139.707	-141.436	-141.497
379	P117554789	-168.803	-169.862	-167.638
380	P117554789	-162.847	-166.652	-161.803
381	P117554789	-166.349	-167.081	-168.587
382	P117564743	-174.427	-180.826	-182.613
383	P117564743	-174.939	-182.0	-183.597
384	P117564743	-177.061	-182.851	-182.565
385	P117594404	-250.166	-260.808	-261.835
386	P117594404	-250.371	-261.338	-263.298
387	P117594404	-250.52	-260.502	-263.043
388	P117595008	-280.087	-285.07	-288.633
389	P117595008	-279.421	-282.164	-292.878
390	P117595008	-277.949	-281.416	-290.477
391	P117751975	-297.076	-311.957	-316.379
392	P117751975	-295.477	-311.409	-316.052
393	P117751975	-297.786	-312.498	-317.016
394	P118653057	-201.734	-202.291	-206.357
395	P118653057	-202.92	-203.575	-208.095
396	P118653057	-203.658	-202.644	-208.681
397	P119454707	-133.665	-132.192	-133.248
398	P119454707	-160.678	-173.137	-175.782
399	P119454707	-158.394	-172.495	-174.08
400	P120547666	-328.012	-345.525	-347.239
401	P120547666	-328.628	-343.324	-344.192
402	P120547666	-329.207	-343.55	-343.653
403	P124358634	-215.152	-226.403	-223.975
404	P124358634	-198.048	-198.539	-199.924
405	P124358634	-350.073	-363.437	-373.523
406	P124417530	-199.771	-205.031	-206.187
407	P124417530	-203.092	-209.845	-208.895
408	P124417530	-199.437	-207.436	-205.13
409	P126384958	-167.723	-169.169	-178.753
410	P126384958	-192.659	-196.353	-205.836
411	P126384958	-250.776	-260.299	-265.515
412	P126399883	-170.15	-174.961	-171.625
413	P126399883	-165.812	-164.435	-161.739
414	P126399883	-173.248	-181.568	-174.018
415	P126500770	-172.727	-171.517	-173.925
416	P126500770	-255.83	-264.525	-264.147
417	P126500770	-242.449	-257.26	-262.085
418	P126500777	-249.302	-257.018	-258.647
419	P126500777	-255.875	-268.976	-267.586
420	P126500777	-182.647	-186.399	-194.147
421	P126680353	-238.697	-233.401	-240.409
422	P126680353	-239.828	-235.709	-241.364
423	P126680353	-237.562	-232.003	-238.766
424	P12735609	-264.864	-269.242	-273.376
425	P12735609	-294.006	-310.465	-313.805
426	P12735609	-262.98	-269.671	-273.081
427	P127855170	-249.752	-270.481	-271.181
428	P127855170	-221.509	-224.818	-232.454
429	P127855170	-254.024	-266.0	-269.888
430	P128266901	-136.268	-141.986	-142.432
431	P128266901	-217.015	-230.284	-229.929
432	P128266901	-217.64	-229.089	-230.792
433	P128430944	-231.277	-237.674	-238.085
434	P128430944	-235.833	-250.521	-246.601
435	P128430944	-231.023	-237.929	-237.018
436	P128496413	-144.968	-146.344	-146.307
437	P128496413	-144.055	-145.189	-145.259
438	P128496413	-144.683	-146.137	-145.84
439	P128547138	-181.975	-186.084	-183.276
440	P128547138	-182.182	-186.868	-183.366
441	P128547138	-172.817	-173.755	-172.15
442	P128555644	-162.517	-168.834	-170.478
443	P128555644	-161.098	-166.389	-169.533
444	P128555644	-161.673	-166.249	-169.076
445	P128783819	-225.863	-233.716	-238.386
446	P128783819	-226.167	-234.832	-238.502
447	P128783819	-224.398	-232.339	-237.412
448	P128846979	-126.09	-126.76	-128.303
449	P128846979	-123.783	-128.618	-131.423
450	P128846979	-128.539	-130.166	-129.739
451	P128859230	-190.042	-195.461	-200.048
452	P128859230	-272.555	-289.238	-290.044
453	P128859230	-270.129	-286.627	-286.332
454	P128870855	-159.422	-173.426	-172.376
455	P128870855	-223.968	-231.376	-242.403
456	P128870855	-265.181	-276.42	-280.316
457	P128876461	-183.406	-187.735	-185.535
458	P128876461	-175.036	-174.934	-179.936
459	P128876461	-251.924	-268.342	-265.172
460	P128876481	-255.17	-261.414	-265.659
461	P128876481	-295.753	-315.529	-313.89
462	P128876481	-253.322	-257.603	-263.619
463	P128878061	-192.767	-191.922	-193.915
464	P128878061	-250.551	-261.426	-253.363
465	P128878061	-227.673	-238.055	-239.11
466	P128929374	-354.407	-383.265	-383.602
467	P128929374	-370.171	-405.313	-403.865
468	P128929374	-369.707	-404.99	-402.656
469	P128952513	-234.797	-241.413	-252.179
470	P128952513	-243.125	-250.452	-258.874
471	P128952513	-232.318	-237.61	-243.282
472	P128954866	-251.115	-277.859	-271.979
473	P128954866	-250.594	-276.814	-271.175
474	P128954866	-249.307	-274.601	-269.755
475	P129010431	-348.767	-360.132	-364.407
476	P129010431	-347.635	-359.351	-365.281
477	P129010431	-343.776	-360.278	-363.24
478	P129054942	-258.88	-264.919	-270.898
479	P129054942	-257.15	-263.534	-267.867
480	P129054942	-271.444	-288.893	-286.146
481	P129054945	-217.33	-217.409	-221.425
482	P129054945	-251.035	-257.933	-260.696
483	P129054945	-222.418	-220.064	-226.416
484	P129059042	-224.456	-221.471	-220.429
485	P129059042	-154.836	-157.549	-156.324
486	P129059042	-146.793	-153.44	-149.715
487	P129090573	-129.221	-128.431	-132.174
488	P129090573	-128.49	-130.811	-133.619
489	P129090573	-149.207	-160.727	-161.944
490	P129316739	-188.296	-198.541	-198.875
491	P129316739	-189.006	-198.793	-199.622
492	P129316739	-189.105	-198.834	-199.252
493	P129358273	-146.279	-144.874	-149.191
494	P129358273	-124.888	-127.941	-127.39
495	P129358273	-120.765	-121.059	-121.26
496	P129358720	-267.336	-277.388	-282.495
497	P129358720	-190.615	-191.127	-190.35
498	P129358720	-264.885	-276.821	-280.863
499	P129361813	-177.153	-189.2	-192.348
500	P129361813	-175.436	-187.627	-188.072
501	P129361813	-176.389	-188.117	-190.041
502	P129487559	-181.267	-184.289	-184.673
503	P129487559	-182.288	-185.53	-185.578
504	P129487559	-180.17	-183.625	-183.95
505	P129629386	-212.107	-221.459	-222.177
506	P129629386	-210.555	-219.226	-220.309
507	P129629386	-186.253	-190.138	-193.199
508	P129629388	-164.962	-166.23	-170.737
509	P129629388	-152.518	-157.719	-156.982
